module	symbol	disposition	purpose	production_consumers	test_consumers
workbook/inspector/workbookInspectorSubject.ts	WorkbookInspectorLiveSubject	KEEP named boundary	Constructs and compares canonical live/deleted inspector subjects and row bindings	workbook/inspector/inspectorRelatedRecordModel.ts; workbook/timeline/hooks/useTimelineCreateRelatedWorkflow.ts	workbook/inspector/inspectorRelatedRecordModel.test.ts
workbook/inspector/workbookInspectorSubject.ts	WorkbookInspectorLiveRowBinding	KEEP named boundary	Constructs and compares canonical live/deleted inspector subjects and row bindings	workbook/features/coordination/WorkbookContextualTaskDecisionCreateOwner.ts; workbook/features/coordination/WorkbookCoordinationCreateOwner.ts; workbook/features/coordination/contextualCreateModel.ts; workbook/features/coordination/coordinationCreateModel.ts; workbook/features/coordination/useContextualCreateAttachment.ts; workbook/features/coordination/useCoordinationCreateAttachment.ts; workbook/features/evidence/WorkbookTimelineRelatedEvidenceOwner.ts; workbook/features/evidence/timelineRelatedEvidenceModel.ts; workbook/features/evidence/useTimelineRelatedEvidenceAttachment.ts; workbook/features/notes/WorkbookNoteCreateOwner.ts; workbook/features/notes/noteCreateModel.ts; workbook/features/notes/useNoteCreateAttachment.ts; workbook/inspector/inspectorRelatedRecordModel.ts; workbook/inspector/useInspectorCreateRelatedWorkflow.ts	none
workbook/inspector/workbookInspectorSubject.ts	buildWorkbookInspectorSubject	KEEP named boundary	Constructs and compares canonical live/deleted inspector subjects and row bindings	workbook/features/assessments/useAssessmentWorkbookInspectorComposition.tsx; workbook/features/entities/useEntityWorkbookInspectorComposition.tsx; workbook/features/generic/useGenericWorkbookInspectorComposition.tsx; workbook/timeline/components/TimelineWorkbookInspector.tsx; workbook/timeline/models/timelineHistoryModel.ts	workbook/inspector/presentation/WorkbookInspectorPresentation.test.tsx; workbook/inspector/useWorkbookInspectorCoordinator.test.tsx; workbook/models/workbookInspectorModel.test.ts
workbook/inspector/workbookInspectorSubject.ts	updateWorkbookInspectorSubject	KEEP named boundary	Constructs and compares canonical live/deleted inspector subjects and row bindings	workbook/history/WorkbookHistoryRecovery.tsx; workbook/inspector/workbookRecordHistoryModel.ts	workbook/inspector/presentation/WorkbookInspectorPresentation.test.tsx
workbook/inspector/workbookInspectorSubject.ts	workbookInspectorSubjectsEqual	KEEP named boundary	Constructs and compares canonical live/deleted inspector subjects and row bindings	workbook/inspector/inspectorRelatedRecordModel.ts; workbook/inspector/useWorkbookInspectorCoordinator.ts; workbook/inspector/workbookRecordHistoryModel.ts; workbook/models/workbookInspectorModel.ts; workbook/timeline/focus/timelineInspectorElementRegistry.ts; workbook/timeline/hooks/useTimelineInspectorFeatureController.ts	workbook/inspector/presentation/WorkbookInspectorPresentation.test.tsx
workbook/inspector/workbookRecordHistoryModel.ts	WorkbookRecordHistoryState	KEEP named boundary	Inspector History state machine keyed by subject, read request, and operation identity	workbook/inspector/WorkbookInspectorRecordHistory.tsx; workbook/inspector/useWorkbookRecordHistoryController.ts; workbook/inspector/useWorkbookRecordHistoryFocus.ts; workbook/timeline/components/TimelineHistoryPanel.tsx; workbook/timeline/components/TimelineWorkbookInspectorSections.tsx; workbook/timeline/hooks/useTimelineHistoryActions.ts; workbook/timeline/hooks/useTimelineInspectorSelection.ts; workbook/timeline/hooks/useTimelineKeyboardController.ts; workbook/timeline/models/timelineHistoryModel.ts	workbook/timeline/useTimelineCompositionLifecycle.test.tsx
workbook/inspector/workbookRecordHistoryModel.ts	WorkbookRecordHistoryEvent	KEEP named boundary	Inspector History state machine keyed by subject, read request, and operation identity	workbook/inspector/useWorkbookRecordHistoryController.ts; workbook/inspector/useWorkbookRecordHistoryState.ts; workbook/timeline/hooks/useTimelineHistoryActions.ts; workbook/timeline/hooks/useTimelineInspectorSelection.ts	workbook/timeline/useTimelineCompositionLifecycle.test.tsx
workbook/inspector/workbookRecordHistoryModel.ts	initialWorkbookRecordHistoryState	KEEP named boundary	Inspector History state machine keyed by subject, read request, and operation identity	workbook/inspector/useWorkbookRecordHistoryState.ts	testing/workbookHistoryTestSupport.ts; workbook/inspector/workbookRecordHistoryModel.test.ts; workbook/timeline/useTimelineInspectorLifecycle.test.tsx; workbook/timeline/useTimelineKeyboardController.test.tsx
workbook/inspector/workbookRecordHistoryModel.ts	workbookRecordHistoryOperationId	KEEP named boundary	Inspector History state machine keyed by subject, read request, and operation identity	workbook/inspector/useWorkbookRecordHistoryController.ts	workbook/history/workbookHistoryBrowsing.test.ts; workbook/inspector/workbookRecordHistoryModel.test.ts
workbook/inspector/workbookRecordHistoryModel.ts	workbookRecordHistoryLoadedData	KEEP named boundary	Inspector History state machine keyed by subject, read request, and operation identity	workbook/history/WorkbookHistoryReview.tsx; workbook/inspector/WorkbookInspectorRecordHistory.tsx; workbook/timeline/hooks/useTimelineInspectorSelection.ts; workbook/timeline/models/timelineHistoryModel.ts; workbook/timeline/presentation/useTimelineInspectorPresentation.tsx	workbook/history/workbookHistoryBrowsing.characterization.test.tsx; workbook/history/workbookHistoryBrowsing.test.ts; workbook/inspector/workbookRecordHistoryModel.test.ts
workbook/inspector/workbookRecordHistoryModel.ts	workbookRecordHistoryPendingAction	KEEP named boundary	Inspector History state machine keyed by subject, read request, and operation identity	workbook/inspector/WorkbookInspectorRecordHistory.tsx; workbook/inspector/useWorkbookRecordHistoryController.ts; workbook/timeline/hooks/useTimelineHistoryState.ts	workbook/inspector/workbookRecordHistoryModel.test.ts
workbook/inspector/workbookRecordHistoryModel.ts	workbookRecordHistoryFeedback	KEEP named boundary	Inspector History state machine keyed by subject, read request, and operation identity	workbook/inspector/WorkbookInspectorRecordHistory.tsx; workbook/inspector/useWorkbookRecordHistoryFocus.ts	none
workbook/inspector/workbookRecordHistoryModel.ts	workbookRecordHistoryLoadError	KEEP named boundary	Inspector History state machine keyed by subject, read request, and operation identity	workbook/inspector/WorkbookInspectorRecordHistory.tsx; workbook/inspector/useWorkbookRecordHistoryFocus.ts	none
workbook/inspector/workbookRecordHistoryModel.ts	workbookRecordHistoryReducer	KEEP named boundary	Inspector History state machine keyed by subject, read request, and operation identity	workbook/inspector/useWorkbookRecordHistoryState.ts	testing/workbookHistoryTestSupport.ts; workbook/history/workbookHistoryBrowsing.characterization.test.tsx; workbook/history/workbookHistoryBrowsing.test.ts; workbook/inspector/workbookRecordHistoryModel.test.ts; workbook/timeline/useTimelineCompositionLifecycle.test.tsx
workbook/inspector/workbookRecordHistoryOperation.ts	workbookRecordHistoryCompletionFeedback	KEEP named boundary	Builds inspector feedback for completed record History operations	workbook/inspector/useWorkbookRecordHistoryController.ts	none
workbook/inspector/workbookRecordHistoryOwnerEffects.ts	WorkbookRecordHistoryOwnerEffects	KEEP named boundary	Coordinates History owner effects with inspector subject and presentation lifetime	workbook/features/assessments/AssessmentWorkbookInspector.tsx; workbook/features/entities/EntityWorkbookInspector.tsx; workbook/features/generic/GenericWorkbookInspector.tsx; workbook/inspector/WorkbookInspectorRecordHistory.tsx; workbook/inspector/useWorkbookRecordHistoryController.ts	none
workbook/ports/WorkbookRecordSubject.ts	WorkbookRecordSubject	KEEP named boundary	Neutral record identity and saved/deleted display context shared by readers and operations	workbook/features/assessments/AssessmentWorkbookInspector.tsx; workbook/features/assessments/useAssessmentWorkbookInspectorComposition.tsx; workbook/features/entities/EntityWorkbookInspector.tsx; workbook/features/entities/useEntityWorkbookInspectorComposition.tsx; workbook/features/generic/GenericWorkbookInspector.tsx; workbook/features/generic/useGenericWorkbookInspectorComposition.tsx; workbook/features/indicators/IndicatorLifecycleWorkflow.tsx; workbook/history/workbookHistoryOperation.ts; workbook/inspector/WorkbookInspectorDeclaredPanelList.tsx; workbook/inspector/WorkbookInspectorRecordHistory.tsx; workbook/inspector/WorkbookRecordHistoryPresentation.tsx; workbook/inspector/presentation/WorkbookInspectorShell.tsx; workbook/inspector/useWorkbookInspectorCoordinator.ts; workbook/inspector/useWorkbookRecordHistoryController.ts; workbook/inspector/useWorkbookRecordHistoryFocus.ts; workbook/inspector/useWorkbookRecordHistoryState.ts; workbook/inspector/workbookInspectorSubject.ts; workbook/inspector/workbookRecordHistoryModel.ts; workbook/models/workbookInspectorModel.ts; workbook/timeline/components/TimelineWorkbookInspectorSections.tsx; workbook/timeline/focus/timelineInspectorElementRegistry.ts; workbook/timeline/hooks/useTimelineHistoryActions.ts; workbook/timeline/hooks/useTimelineInspectorFeatureController.ts; workbook/timeline/models/timelineHistoryModel.ts	testing/workbookHistoryTestSupport.ts; workbook/inspector/useWorkbookInspectorCoordinator.test.tsx; workbook/models/workbookInspectorModel.test.ts; workbook/timeline/focus/timelineInspectorElementRegistry.test.ts
workbook/query/WorkbookQueryRow.ts	WorkbookReadScope	KEEP named boundary	Canonical query row and accepted authority provenance consumed by source readers and admission	workbook/adapters/createWorkbookViewQueryAdapter.ts; workbook/adapters/sendWorkbookRecordMutation.ts; workbook/features/generic/useGenericWorkbookInspectorComposition.tsx; workbook/inspector/useRetainedInspectorRow.ts; workbook/query/acceptWorkbookRowObservation.ts; workbook/query/workbookQueryRowPatch.ts; workbook/query/workbookRowObservation.ts; workbook/runtime/WorkbookMutationRuntime.ts; workbook/timeline/composition/useTimelineInspectorStateComposition.ts; workbook/timeline/hooks/useTimelineInspectorSelection.ts	testing/TimelineWorkbookRuntimeFixture.tsx; workbook/inspector/useRetainedInspectorRow.test.ts
workbook/query/WorkbookQueryRow.ts	WorkbookRowObservation	KEEP named boundary	Canonical query row and accepted authority provenance consumed by source readers and admission	workbook/models/workbookContractRows.ts; workbook/timeline/adapters/timelineCaptureProtocol.ts; workbook/timeline/ports/TimelineRecordActionPort.ts	none
workbook/query/WorkbookQueryRow.ts	WorkbookReadScopeSource	KEEP named boundary	Canonical query row and accepted authority provenance consumed by source readers and admission	workbook/adapters/createAssessmentAppendTransport.ts; workbook/adapters/createContextualCreateTransport.ts; workbook/adapters/createCoordinationCreateTransport.ts; workbook/adapters/createDecisionCandidateReader.ts; workbook/adapters/createEvidenceFileTransport.ts; workbook/adapters/createIndicatorCreateTransport.ts; workbook/adapters/createIndicatorLifecycleAdapter.ts; workbook/adapters/createIndicatorLifecycleReader.ts; workbook/adapters/createNoteAssociationTransport.ts; workbook/adapters/createNoteCreateTransport.ts; workbook/adapters/createObservationReader.ts; workbook/adapters/createOrdinaryCreateTransport.ts; workbook/adapters/createPartyCreationTransport.ts; workbook/adapters/createPartyLinkReader.ts; workbook/adapters/createTimelineFileLinkTransport.ts; workbook/adapters/createTimelineRelatedEvidenceTransport.ts; workbook/adapters/createWorkbookAuthoringReader.ts; workbook/adapters/createWorkbookBatchTransport.ts; workbook/adapters/createWorkbookDecisionSupersessionAdapter.ts; workbook/adapters/createWorkbookPendingMutationAdapter.ts; workbook/adapters/workbookRecordPatchTransport.ts; workbook/mutations/createWorkbookMutationCommandPorts.ts; workbook/query/WorkbookViewQueryPort.ts; workbook/runtime/WorkbookExplicitPatchOwner.ts; workbook/timeline/adapters/createTimelineMentionEntityCreationAdapter.ts; workbook/timeline/adapters/createTimelineMentionSourceReader.ts; workbook/timeline/adapters/createTimelineRecordActionAdapter.ts	none
workbook/query/WorkbookQueryRow.ts	WorkbookQueryRow	KEEP named boundary	Canonical query row and accepted authority provenance consumed by source readers and admission	workbook/adapters/readWorkbookAuthoringRecord.ts; workbook/components/AssessmentWorkbookSurface.tsx; workbook/components/EntityWorkbookSurface.tsx; workbook/components/GenericWorkbookSurface.tsx; workbook/components/WorkbookGridEditorControl.tsx; workbook/features/assessments/WorkbookAssessmentAuthoringOwner.ts; workbook/features/assessments/useAssessmentCreationController.ts; workbook/features/assessments/useAssessmentWorkbookInspectorComposition.tsx; workbook/features/coordination/CoordinationWorkflowBindings.tsx; workbook/features/coordination/DecisionSupersessionEditor.tsx; workbook/features/coordination/TaskPatchRecovery.tsx; workbook/features/coordination/WorkbookContextualTaskDecisionCreateOwner.ts; workbook/features/coordination/WorkbookDecisionSupersessionOwner.ts; workbook/features/coordination/decisionSupersessionModel.ts; workbook/features/coordination/decisionSupersessionOperation.ts; workbook/features/coordination/taskLifecycleModel.ts; workbook/features/coordination/useCoordinationWorkflowController.ts; workbook/features/coordination/useDecisionCandidates.ts; workbook/features/evidence/WorkbookEvidenceAttachmentOwner.ts; workbook/features/evidence/WorkbookTimelineFileOwner.ts; workbook/features/evidence/WorkbookTimelineRelatedEvidenceOwner.ts; workbook/features/evidence/timelineFileOperation.ts; workbook/features/evidence/timelineRelatedEvidenceOperation.ts; workbook/features/evidence/useEvidenceWorkbookBindings.tsx; workbook/features/generic/GenericInspectorReferenceSummary.tsx; workbook/features/generic/GenericWorkbookInspectorPresentation.tsx; workbook/features/generic/useGenericWorkbookInspectorComposition.tsx; workbook/features/indicators/WorkbookIndicatorCreateOwner.ts; workbook/features/indicators/WorkbookIndicatorLifecycleOwner.ts; workbook/features/indicators/WorkbookObservationOwner.ts; workbook/features/indicators/indicatorCreateOperation.ts; workbook/features/indicators/indicatorLifecycleOperation.ts; workbook/features/indicators/observationModel.ts; workbook/features/indicators/observationOperation.ts; workbook/features/indicators/useObservationTargetNames.ts; workbook/features/notes/NoteAssociationPanel.tsx; workbook/features/notes/WorkbookNoteAssociationOwner.ts; workbook/features/notes/noteAssociationOperation.ts; workbook/features/ordinary/WorkbookOrdinaryCreateOwner.ts; workbook/features/ordinary/ordinaryCreateContract.ts; workbook/features/parties/PartyLinkControls.tsx; workbook/features/parties/WorkbookPartyLinkOperationOwner.ts; workbook/features/parties/partyLinkModel.ts; workbook/features/parties/useGenericPartyLinkWorkflow.ts; workbook/hooks/useGenericSurfaceMutationController.ts; workbook/inspector/WorkbookInspectorDetails.tsx; workbook/inspector/WorkbookInspectorDraftFeedback.tsx; workbook/inspector/WorkbookInspectorDraftStore.ts; workbook/inspector/WorkbookInspectorSavedDetails.tsx; workbook/inspector/useRetainedInspectorRow.ts; workbook/inspector/useWorkbookInspectorEditDraft.ts; workbook/models/WorkbookGridDraftStore.ts; workbook/models/assessmentWorkbookModel.ts; workbook/models/entityWorkbookModel.ts; workbook/models/genericWorkbookModel.ts; workbook/models/workbookSavedValues.ts; workbook/mutations/workbookMutationCommandPorts.ts; workbook/ports/WorkbookAuthoringReadPort.ts; workbook/ports/WorkbookPendingMutationPort.ts; workbook/query/WorkbookCommittedRecordPort.ts; workbook/query/WorkbookQueryBrowser.ts; workbook/query/WorkbookViewQueryPort.ts; workbook/query/acceptWorkbookRowObservation.ts; workbook/query/useAssessmentSurfaceQuery.ts; workbook/query/useGenericSurfaceQuery.ts; workbook/query/workbookQueryRowPatch.ts; workbook/query/workbookRowObservation.ts; workbook/runtime/WorkbookExplicitPatchOwner.ts; workbook/runtime/WorkbookManagedPatchDriver.ts; workbook/surfaces/WorkbookSurfacesFacade.tsx; workbook/timeline/actions/timelineCaptureActionModel.ts; workbook/timeline/adapters/createTimelineMentionSourceReader.ts; workbook/timeline/models/timelineRowModel.ts; workbook/timeline/models/timelineWorkbookSurfaceRuntime.ts	testing/decisionSupersessionTestSupport.ts; testing/entityMergeTestSupport.ts; testing/indicatorLifecycleTestSupport.ts; workbook/features/coordination/DecisionSupersessionEditor.test.tsx; workbook/features/coordination/useCoordinationWorkflowController.test.tsx; workbook/features/evidence/useEvidenceWorkbookBindings.test.tsx; workbook/features/parties/WorkbookPartyLinkOperationOwner.test.ts; workbook/hooks/ordinaryInspectorRecovery.test.tsx; workbook/inspector/useRetainedInspectorRow.test.ts; workbook/models/entityMergePlan.test.ts; workbook/models/entityWorkbookModel.test.ts; workbook/query/useGenericSurfaceQuery.test.tsx; workbook/runtime/WorkbookGridAutosave.test.ts
workbook/query/acceptWorkbookRowObservation.ts	acceptWorkbookRowObservation	KEEP named boundary	Source query and mutation acceptance boundary; import policy restricts minting	workbook/adapters/createAssessmentAppendTransport.ts; workbook/adapters/createDecisionCandidateReader.ts; workbook/adapters/createIndicatorCreateTransport.ts; workbook/adapters/createIndicatorLifecycleReader.ts; workbook/adapters/createNoteAssociationTransport.ts; workbook/adapters/createObservationReader.ts; workbook/adapters/createPartyCreationTransport.ts; workbook/adapters/createPartyLinkReader.ts; workbook/adapters/createWorkbookAuthoringReader.ts; workbook/adapters/createWorkbookBatchTransport.ts; workbook/adapters/createWorkbookPendingMutationAdapter.ts; workbook/adapters/createWorkbookViewQueryAdapter.ts; workbook/adapters/sendWorkbookRecordMutation.ts; workbook/adapters/workbookRecordPatchTransport.ts; workbook/query/workbookQueryRowPatch.ts; workbook/timeline/adapters/createTimelineMentionEntityCreationAdapter.ts; workbook/timeline/adapters/createTimelineMentionSourceReader.ts; workbook/timeline/adapters/createTimelineRecordActionAdapter.ts	workbook/inspector/useRetainedInspectorRow.test.ts; workbook/timeline/mutations/useTimelineRowMutationCoordinator.test.tsx
workbook/query/workbookRowObservation.ts	sameWorkbookReadScope	KEEP named boundary	Preserve and compare source-accepted identity/version/authority; never mint evidence	workbook/adapters/createDecisionCandidateReader.ts; workbook/adapters/createIndicatorLifecycleReader.ts; workbook/adapters/createObservationReader.ts; workbook/adapters/createPartyLinkReader.ts; workbook/adapters/createWorkbookAuthoringReader.ts; workbook/adapters/createWorkbookViewQueryAdapter.ts; workbook/inspector/useRetainedInspectorRow.ts; workbook/timeline/adapters/createTimelineMentionSourceReader.ts	none
workbook/query/workbookRowObservation.ts	workbookRowIsAdmissible	KEEP named boundary	Preserve and compare source-accepted identity/version/authority; never mint evidence	workbook/inspector/useRetainedInspectorRow.ts; workbook/query/workbookQueryRowPatch.ts; workbook/timeline/composition/useTimelineWorkbookComposition.ts; workbook/timeline/hooks/useTimelineCommittedRows.ts	workbook/adapters/createWorkbookPendingMutationAdapter.test.ts
workbook/query/workbookRowObservation.ts	preserveWorkbookRowObservation	KEEP named boundary	Preserve and compare source-accepted identity/version/authority; never mint evidence	workbook/models/workbookContractRows.ts; workbook/timeline/models/timelineRowModel.ts	none
workbook/history/HistoryActionLookup.ts	HistoryLookupState	RETIRED declaration/forwarding export	Consumers migrated to canonical owners or owner-local types; obsolete reducer API removed	none	none
workbook/history/workbookHistoryBrowsing.ts	HistoryBrowseRequest	RETIRED declaration/forwarding export	Consumers migrated to canonical owners or owner-local types; obsolete reducer API removed	none	none
workbook/history/workbookHistoryBrowsing.ts	HistoryAcceptedChain	RETIRED declaration/forwarding export	Consumers migrated to canonical owners or owner-local types; obsolete reducer API removed	none	none
workbook/history/workbookHistoryOperation.ts	HistoryTransportOutcome	RETIRED declaration/forwarding export	Consumers migrated to canonical owners or owner-local types; obsolete reducer API removed	none	none
workbook/history/workbookHistoryOperation.ts	historyTargetEqual	RETIRED declaration/forwarding export	Consumers migrated to canonical owners or owner-local types; obsolete reducer API removed	none	none
workbook/history/workbookHistoryPage.ts	HistoryPaging	RETIRED declaration/forwarding export	Consumers migrated to canonical owners or owner-local types; obsolete reducer API removed	none	none
workbook/history/workbookHistoryPage.ts	RecordHistoryData	RETIRED declaration/forwarding export	Consumers migrated to canonical owners or owner-local types; obsolete reducer API removed	none	none
workbook/history/workbookHistoryPage.ts	RecordHistoryItem	RETIRED declaration/forwarding export	Consumers migrated to canonical owners or owner-local types; obsolete reducer API removed	none	none
workbook/history/workbookHistoryTestFixtures.ts	historyDiffFixture	MOVED test support	Consumers migrated to canonical owners or owner-local types; obsolete reducer API removed	none	none
workbook/inspector/WorkbookInspectorDetails.tsx	WorkbookInspectorEditorSlots	RETIRED declaration/forwarding export	Consumers migrated to canonical owners or owner-local types; obsolete reducer API removed	none	none
workbook/inspector/WorkbookInspectorDetails.tsx	WorkbookInspectorReadOnlyDetails	RETIRED declaration/forwarding export	Consumers migrated to canonical owners or owner-local types; obsolete reducer API removed	none	none
workbook/inspector/WorkbookInspectorDetails.tsx	inspectorSavedValueKind	RETIRED declaration/forwarding export	Consumers migrated to canonical owners or owner-local types; obsolete reducer API removed	none	none
workbook/inspector/WorkbookInspectorDraftStore.ts	InspectorEditDraft	RETIRED declaration/forwarding export	Consumers migrated to canonical owners or owner-local types; obsolete reducer API removed	none	none
workbook/inspector/WorkbookInspectorDraftStore.ts	InspectorDraftCapture	RETIRED declaration/forwarding export	Consumers migrated to canonical owners or owner-local types; obsolete reducer API removed	none	none
workbook/inspector/inspectorRelatedRecordModel.ts	InspectorRelatedRecordFormModel	RETIRED declaration/forwarding export	Consumers migrated to canonical owners or owner-local types; obsolete reducer API removed	none	none
workbook/inspector/presentation/WorkbookInspectorShell.tsx	WorkbookInspectorPanelSection	RETIRED declaration/forwarding export	Consumers migrated to canonical owners or owner-local types; obsolete reducer API removed	none	none
workbook/inspector/workbookInspectorErrorModel.ts	WorkbookInspectorNoticeDestination	RETIRED declaration/forwarding export	Consumers migrated to canonical owners or owner-local types; obsolete reducer API removed	none	none
workbook/inspector/workbookInspectorSubject.ts	WorkbookInspectorSubject	RETIRED declaration/forwarding export	Consumers migrated to canonical owners or owner-local types; obsolete reducer API removed	none	none
workbook/inspector/workbookRecordHistoryModel.ts	WorkbookRecordHistoryRequestId	RETIRED declaration/forwarding export	Consumers migrated to canonical owners or owner-local types; obsolete reducer API removed	none	none
workbook/inspector/workbookRecordHistoryModel.ts	WorkbookRecordHistoryOperationId	RETIRED declaration/forwarding export	Consumers migrated to canonical owners or owner-local types; obsolete reducer API removed	none	none
workbook/inspector/workbookRecordHistoryModel.ts	workbookRecordHistoryRequestId	RETIRED declaration/forwarding export	Consumers migrated to canonical owners or owner-local types; obsolete reducer API removed	none	none
workbook/inspector/workbookRecordHistoryModel.ts	buildRecordRollbackTargetFromHistoryAction	RETIRED declaration/forwarding export	Consumers migrated to canonical owners or owner-local types; obsolete reducer API removed	none	none
workbook/inspector/workbookRecordHistoryModel.ts	normalizeRecordHistoryData	RETIRED declaration/forwarding export	Consumers migrated to canonical owners or owner-local types; obsolete reducer API removed	none	none
workbook/inspector/workbookRecordHistoryModel.ts	RecordHistoryRollbackAction	RETIRED declaration/forwarding export	Consumers migrated to canonical owners or owner-local types; obsolete reducer API removed	none	none
workbook/inspector/workbookRecordHistoryModel.ts	RecordHistoryRollbackTarget	RETIRED declaration/forwarding export	Consumers migrated to canonical owners or owner-local types; obsolete reducer API removed	none	none
workbook/inspector/workbookRecordHistoryModel.ts	WorkbookRecordHistoryPendingAction	RETIRED declaration/forwarding export	Consumers migrated to canonical owners or owner-local types; obsolete reducer API removed	none	none
workbook/inspector/workbookRecordHistoryModel.ts	RecordHistoryData	RETIRED declaration/forwarding export	Consumers migrated to canonical owners or owner-local types; obsolete reducer API removed	none	none
workbook/inspector/workbookRecordHistoryModel.ts	RecordHistoryItem	RETIRED declaration/forwarding export	Consumers migrated to canonical owners or owner-local types; obsolete reducer API removed	none	none
